"Ulasan","Tanggal_Ulasan","Label","lokasi"
"Tempat ini sebenarnya peninggalan bekas orang yang menggali bebatuan disana, karna tempat dan spot setelah di ambil nampak indah kemudian oleh masyarakat setempat dijadikanlah sebagai tempat wisata. Tempanya bagus, nyaman, ramah kantong, spot fotonya banyak, bisa hunting sama teman, keluarga, pacar, ato hanya sekedar hobby ganti view di status, ini tempat recomended banget ya. Letaknya agak kedalam pelosok gitu sebelahan sama makan air mata ebu arosbaya, agak jauhan dikit ya...gk bakalan nyesel dech kalo udah sampekbke tempat ini, semoga madura semakin dikenal oleh wisatawan terutama manca negara. Amin","5 tahun lalu","Positif","Bukit palalangan"
"Akses sangat sulit, setelah sampai saya tidak menemukan keunikan dari tempat ini. Mungkin perlu dikelola dengan lebih baik

","setahun lalu","Positif","Bukit palalangan"
"Tempat yang bagus dan enak buat nongkrong bersama keluar teman pacar maupun rekan bisnis
Tempat yang cukup lengkap kulinernya harga cukup terjangkau parkir luas akses ke lokasi ini cukup mudah dan gampang","6 tahun lalu","Positif","Bukit palalangan"
"Parkirnya mahal, akses ke sana lumayan sempit terus ada orang yang ngarahin tpi minta uang lebih dri 1 orang,tapii cukup memuaskan untuk pemandangannya","6 tahun lalu","Positif","Bukit palalangan"
"Bagus sekali tempat unik dan alami, bagus buat foto bareng kluarga, teman dan buat prewedding","5 tahun lalu","Positif","Bukit palalangan"
"spot menarik untuk foto. bekas tambang batu dengan pahatan-pahatan yang eksotik.","6 tahun lalu","Positif","Bukit palalangan"
"Tempatnya sejuk lihat pemandangan bekas galian tambang.","5 tahun lalu","Positif","Bukit palalangan"
"Bukit kapur yg berubah jd spot foto yg indah di madura","6 tahun lalu","Positif","Bukit palalangan"
"Tempat sangat instagramable sayang blm benar2 dikelola buat wisata","5 tahun lalu","Positif","Bukit palalangan"
"Cocok tuk tmp rekreasi & foto preweding","6 tahun lalu","Positif","Bukit palalangan"
"Tempat yang cocok dan rekomendasi sekali bagi kalian yang suka travelling dan suka spot foto unik👍👍👍 …","6 tahun lalu","Positif","Bukit palalangan"
"Bagus buat foto"",tempatnya unik","5 tahun lalu","Positif","Bukit palalangan"
"tempat ini memang kesukaan saya dan saya memang sering berkunjung jesini disini selain pemandangan nya indah tempat nya juga nyaman","5 bulan lalu","Positif","Bukit palalangan"
"Bagus tempatnya, tapi akses ke lokasi hanya bisa dilalui 1 mobil. Sangat sulit bila berpapasan dengan mobil lainnya","5 tahun lalu","Positif","Bukit palalangan"
"Tempat-nya indah, akses masuk-nya yg sempit..","5 tahun lalu","Positif","Bukit palalangan"
"Walau jalan ke sini sempit, beberapa meter jalannya hanya bisa dilewati satu mobil tapi tempatnya bagus banget untuk foto-foto. Sayang sudah ada tangan iseng yang mulai mencoret-coret dinding. Mestinya anak-anak yang mengelola disana kasih hukuman pada orang iseng ini karena bukan gak mungkin nanti akan berlanjut dengan coretan yang lebih besar","setahun lalu","Positif","Bukit palalangan"
"Bagus.. hanya kurang dikembangkan wisatanya","4 tahun lalu","Positif","Bukit palalangan"
"pemandangan cukup unik dan bagus...
","setahun lalu","Positif","Bukit palalangan"
"tempat bagus buat wisata,luas juga,  setelah hawa panas yang ada disitu langsung ke airnya bisa langsung serasa seger ,airnya juga jernih","5 tahun lalu","Positif","Bukit palalangan"
"Kurang ditata dengan bagus. Di dalamnya banyak sampah.","6 tahun lalu","Positif","Bukit palalangan"
"Jalan menuju lokasi sempit agak sulit untuk mobil, luar biasa untuk pandangannya verry nice","6 tahun lalu","Positif","Bukit palalangan"
"Kesini hari sabtu, HTM 5 ribu per orang, parkir mobil 20 rb. Motor 10 rb.
Luas areanya sekitar 3 hektar, dan lokasinya tersembunyi, karena dari parkiran wisata Aermata, kita masih harus melalui jalan kecil. Untuk motor, tidak sulit, tapi untuk yang membawa mobil pribadi, Anda harus melalui gang kecil dan infonya, banyak yang tidak berani masuk. Tetapi tidak usah khawatir, sebenarnya kita akan dikawal oleh petugas untuk melalui jalan tersebut sehingga tidak akan papasan dengan kendaraan lain.
Tempat ini sangat instagrammable, banyak spot yang bisa kita explore. Dan jika Anda hobby dan berniat untuk berkemah, tempat ini pun sangat bagus, tetapi harus terlebih dahulu berkoordinasi dengan petugas ya, agar bisa dikondisikan. Pokonya tidak akan kecewa berkunjung kesini. Unik.
","setahun lalu","Positif","Bukit palalangan"
"Tempat yang dipenuhi tebing"" berkapur bewarna jingga ke putihan, beberapa ditumbuhi lumut karena tempat yang lembab","6 tahun lalu","Positif","Bukit palalangan"
"Utk background prewed bagus bnget viewnya👍👍👍👍 …","5 tahun lalu","Positif","Bukit palalangan"
"Tempat yang Bagus untuk foto2 prewed.. tempat nya eksotis. Semoga terjaga dan terawat.","3 tahun lalu","Positif","Bukit palalangan"
"Tempatnya kereen. Tapi sayang kok gak dirawat. Padahal biaya parkir mobil mahal. Seharusnya bisa buat merawat tempat tersebut","6 tahun lalu","Positif","Bukit palalangan"
"Sungguh indah bosque kalau buat potopoto, tapi kalau kesini untuk refresing sih kurang cocok karna anda  cuma akan melihat bebatuan saja","4 tahun lalu","Positif","Bukit palalangan"
"Bagus sih cuma belum dikelola secara maximal","5 tahun lalu","Positif","Bukit palalangan"
"Menyenangkan sekali berkunjung kemari, warga sangat ramah. Ada pemandu wisata juga 🙇‍♀️ …","5 tahun lalu","Positif","Bukit palalangan"
"Lumayan untuk sebuah tempat penambangan kapur","7 tahun lalu","Positif","Bukit palalangan"
"Tempatnya sangat indah dan tdk panas","5 tahun lalu","Positif","Bukit palalangan"
"Perbukitan kapur yg dijadikan obyek wisata..bagus..cuman access jalan kesana dari jalan besar kurang memadai","6 tahun lalu","Positif","Bukit palalangan"
"Cukup instagramable tempatnya, ada warung dan juga toilet.
","2 tahun lalu","Positif","Bukit palalangan"
"Tempatnya bagus, tapi masih belum begitu dilestarikan","6 tahun lalu","Positif","Bukit palalangan"
"Tempatnya masih alami, enak datang ketika musim hujan","5 tahun lalu","Positif","Bukit palalangan"
"Jangan lewatkan tempat yg satu ini kalo lagi jalan jalan kemadura , Pemandangan nya bagus , recommended bgt buat foto ..keren daah Poko nya","setahun lalu","Positif","Bukit palalangan"
"Wisata Yg Harus DiKunjungin.
Tempatnya Bagus
Cuman Wisata Ini Hanya Foto2 Dan Bersantai.","6 tahun lalu","Positif","Bukit palalangan"
"Bagus buat foto2an","6 tahun lalu","Positif","Bukit palalangan"
"Sangat Instagramable, tiket masuk hanya 5rb. Rekomend datang pagi, blm terlalu panas. Jika naik bus, parkirnya jauh dari lokasi. Harus jalan kaki jauh. Jika baik mobil pribadi dekat sekali","2 tahun lalu","Positif","Bukit palalangan"
"Sangat mengagumkan dan masih sangat alami sekali tempat nya ..","6 tahun lalu","Positif","Bukit palalangan"
"Tempatnya bagus pemamdàngannya sangat indah sekali 👍 …","setahun lalu","Positif","Bukit palalangan"
"Kalau ke sini pagi"" krn sepi , tp pencahayaan msh minim.. Akan lbh bagus lg kalau d kelola","5 tahun lalu","Positif","Bukit palalangan"
"Tempat yg bagus utk foto foto, cuma jalan akses ke sana agak sulit terutama utk mobil harus lewat jalan yg cukup sempit","setahun lalu","Positif","Bukit palalangan"
"Waktu pertama kesana tempatnya masih bagus tapi panas banget..","7 tahun lalu","Positif","Bukit palalangan"
"Lumayan bagus slotnya. Cuman akses menuju kesana yg AGAK HANCUR. Mohon pihak PEMDA SETEMPAT bisa sedikit meluangkan perhatian. Agar bisa meningkatkan pemasukkan. Ketika masuk mendekati TKP,masih banyak ""warga yg notabene tinggal disitu yg minta minta ke pengunjung"".
Kalau bisa diberi PENGARAHAN,agar pengunjung lebih nyaman berkunjung kesana.
Saya pribadi mengakui,bhw spot2 disini LEBIH BAGUS KETIMBANG BUKIT JEDDIH. Jadi, ayolahhh sama sama bekerja. Agar bisa saling bersinergi di dunia pariwisata","setahun lalu","Positif","Bukit palalangan"
"Tempat spot berphotonya ajib..","6 tahun lalu","Positif","Bukit palalangan"
"bagus, tapi harap pengunjung tolong jgn corer coret tembok","5 tahun lalu","Positif","Bukit palalangan"
"baguuss, dateng kesini ada 2 yg lg foto prewed. tempatnya msh alami, cuman berharap sampah2nya lebih diurus lagi.
Buat pengunjung2 yang mau datang kesini PLEASE tau diri dikit utk tidak buang sampah sembarangan, kalo jalan2 kemanapun otaknya ikut dibawa yaaah biar bisa mikir walaupun masuk bayar ttp harus dijaga tempatnya yah~~","3 tahun lalu","Positif","Bukit palalangan"
"Tempatnya terpencil, akses masuk melalui kampung jadi susah bila ada mobil berpapasan. Parkir mobil 20 ribu tergolong mahal mengingat lokasi yang kurang terawat. Pahatan pada batu kapur menjadikan tempat ini artistik. Sayangnya masih banyak pekerja batu kapur yang bekerja disana jadi mengganggu pemandangan.","3 tahun lalu","Positif","Bukit palalangan"
"lumayan buat foto2..sayang aksesnya sempit sekali, kalau bawa mobil tidak bisa berpapasan.","setahun lalu","Positif","Bukit palalangan"
"Viewnya mantap gila. Ini Grand Canyonnya Madura","3 tahun lalu","Positif","Bukit palalangan"
"Tempatnya sih okey, banyak spot foto², ada guide orang setempat bayarnya seikhlas, biaya masuk perorang 5rb, parkir mobil 20rb motor 5rb, kamar mandi untuk BAK 2rb, BAB 3rb, mandi 5rb. Ke tempatnya cukup buat 1mobil saja nanti ada yang mengarahkan pakai motor dan biaya antar nya 10rb untuk masuk ke area bukitnya, dan 10rb lagi untuk diantar keluar dari area bukitnya","4 tahun lalu","Positif","Bukit palalangan"
"Bagus, sayang kurang dirawat.","6 tahun lalu","Positif","Bukit palalangan"
"Salah satu tempat wisata di pulau Madura yang wajib dikunjungi.
Bukit kapur yang dibuat sebagai tempat wisata ini mampu menarik perhatian para turis domestik.
Dengan lekukan-lekukan di dinding bekas tambang dan beberapa spot yang artistik dapat memikat pendatang untuk melakukan photo shoot.
untuk biaya tiket masuk sangat terjangkau.
keadaan disana kalau siang hari sangat panas jadi siap2 berkeringat, ada penjual makanan ringan dan minuman juga di depan pintu masuk.","3 tahun lalu","Positif","Bukit palalangan"
"Objek wisata yg menarik, banyak spot fotonya... Mantep
","8 bulan lalu","Positif","Bukit palalangan"
"Cocok untuk liburan, dikira map nya salah, karena akses jalannya benar benar sempit, hanya cukup untuk satu mobil, gak bisa untuk simpngan. Bukitnya juga gak kelihatan dari jalan raya. Tapi ketika sampe disana, seperti surga yang tersembunyi. Instagrameble banget. Tempatnya adem, biaya masuknya juga murah, hanya parkir mobilnya agak mahal. Recomended dehh untuk para selebgram, atau yang pengen cari tempat instagrameble tapi murah banget dan lumayan deket dari kota bangkalannya. Hanya satu jam. Selamat berkunjung.","5 tahun lalu","Positif","Bukit palalangan"
"Tempat wisata yang cukup unik namun tidak nyaman sama sekali untuk dikunjungi.

Merupakan bebatuan kapur bekas penambangan yang aktivitasnya sudah berhenti. Bebatuan tampak ditumbuhi vegetasi dan lumut serta alga yang kesannya kotor.

Lazim untuk foto-foto, namun karena warna background yang dominan, maka subjek foto umumnya kurang bisa jadi perhatian utama.","6 tahun lalu","Positif","Bukit palalangan"
"Tambang kapur pribadi yang dikelola oleh masyarakat setempat. Masih ditambang secara minimal oleh warga setempat. Parkir 20ribu dan ada ""guide"" (Warga setempat yang memaksa menemani dan ngajak ngobrol. Menawarkan diri untuk membantu foto²kan). Unik sebagai tempat hunting foto, beberapa spot bisa untuk prewed.","3 tahun lalu","Positif","Bukit palalangan"
"Terletak di desa bherballuk, kecamatan Arosbaya Kabupaten Bangkalan dan masih dalam satu kawasan dengan Objek Wisata Religi Pesarean Rato Ebu. Tidak sulit untuk bisa sampai ke wisata bukit Pelalangan ini dan akses jalannya pun nyaman digunakan bagi anda yang menggunakan kendaraan pribadi maupun kendaraan umum.

Dari Pelabuhan Kamal anda hanya cukup mengemudikan kendaraan anda menuju arah kota Bangkalan setelah itu dilanjutkan ke kecamatan Arosbaya yang berjarak sekitar 15 km. Bagi anda yang melewati Jembatan Suramadu anda tinggal menuju Kota Bangkalan kemudian kecamatan Arosbaya. Setelah tiba di kecamatan Arosbaya anda bisa mengikuti petunjuk jalan menuju Pesarean Rato Ebu atau bisa juga bertanya ke warga sekitar.

Dengan menggunakan kendaraan umum dari arah Pelabuhan Kamal anda bisa naik L 300 dengan ongkos sekitar Rp. 15.000. Kemudian turun di pertigaan lampu merah Kecamatan Arosbaya dan kembali naik angkutan umum menuju Pesarean Rato Ebu. Bila anda melewati Jembatan Suramadu rute dan angkutan umum yang akan anda juga sama seperti bila dari arah Pelabuhan Kamal.

Bila sebelumnya masih tidak ada tarif masuk ataupun tarif parkir di wisata bukit Pelalangan ini, sekarang anda dikenakan tarif parkir saja. Untuk sepeda motor sebesar Rp. 3.000 dan untuk mobil anda harus membayar tarif parkir sebesar Rp. 20.000 saja.

Objek wisata bukit Pelalangan ini sebenarnya adalah bekas tambang batu kapur yang telah lama ada dan sampai sekarang dijadikan warga sekitar untuk menambang batu yang digunakan sebagai bahan bangunan. Sisa pahatan warga yang ada di bukit tidak sengaja membentuk sebuah relief yang sangat cantik. Selain itu warna bukit Pelalangan berbeda dengan bukit lainnya, bukitnya berwarna emas kecoklatan.","4 tahun lalu","Positif","Bukit palalangan"
"Pemandangannya bagus. Banyak view untuk yg suka foto2.","7 tahun lalu","Positif","Bukit palalangan"
"Masih Sangat alami cocok buat Lokasi foto Dan penduduk ditempat Sangat ramah
Biaya masuk hanya biaya parkir saja
Lokasi dalam goa Sangat alami Namun agak panas
Selain Itu di Lokasi Banyak orang jualan
Untuk Kamar mandi hanya ada di lokasi Parkir mobil saja","5 tahun lalu","Positif","Bukit palalangan"
"Bekas penambangan kapur yang dijadikan objek wisata oleh masyarakat.
Layak untuk dikelola oleh pemerintah setempat.
Sehingga bisa lebih teratur.dan lebih bersih
Masuk bayar 5rb/ orang
Parkir 20rb/mobil
Tempatnya instagramable.
Banyak dipakai buat prewedding.
Banyak spot spot menarik.
Jalan ke lokasi bukit kapur hanya cukup untuk 1 mobil.
Dekat dengan pesarean aermata.jaraknya hanya 300 meter.
Mending parkir di pesarean bayar cuma 5rb.","7 tahun lalu","Positif","Bukit palalangan"
"Jalan masuk mobil ke lokasi sangat sempit dan hanya 1 arah","6 tahun lalu","Positif","Bukit palalangan"
"Bagus, namun akses ke lokasi masih sangat terbatas","6 tahun lalu","Positif","Bukit palalangan"
"Mahal di tiket masuk nya lebih murah di jeddih","5 tahun lalu","Positif","Bukit palalangan"
"ada dua kawasan arosbaya, dua2nya aksesnya sulit hanya cukup utk satu mobil, kalau berpapasan sama mobil lain, salah satu harus ngalah. Tapi tempatnya ok buat foto2, ada penjual makanan minuman kalau lapar dan haus. Sayang kebersihannya masih kurang, masih banyak pengunjung yg buah sampah sembarangan 😂 …","6 tahun lalu","Positif","Bukit palalangan"
"Keindahan bukit kapur yg terbentuk secara alami","4 tahun lalu","Positif","Bukit palalangan"
"Subhanallah bagus banget tempat yg cocok buat foto2 prewedding atau foto bersama family","setahun lalu","Positif","Bukit palalangan"
"Tidak perlu ke Luar Negri di Madurapun ada tempat yg indah spt ini","6 tahun lalu","Positif","Bukit palalangan"
"Tempatnya nylempit,tapi sesuai kok kalau pakai google maps..parkir mobil bikin melotot 20K..ada lg tiket tidak resmi 5K/org..biasany ada guide,kalau tdk butuh lgsg blg aja..ada beberapa bagus spotnya,cocok utk tema prehistoric..","4 tahun lalu","Positif","Bukit palalangan"
"Tempat foto2 yang bagus. Masih sepi jadi foto2 hasilnya bagus. Htm 10rb lumayan juga untuk bukit yang tidak terurus sebenarnya, tapi pemandangan bagus. Htm parkir mobil ada lagi 20ribu.","4 tahun lalu","Positif","Bukit palalangan"
"Pemandangan nya bagus banget, tempatnya jg lumayan bersih dan warga sekitar jg ramah2 banget. Sayang akses masuk agak sulit utk mobil berukuran lebar. Tp tetep recommended deh.","3 tahun lalu","Positif","Bukit palalangan"
"+ mantap view untuk foto
+ Ada gua2 dari hasil penambangan kapur
+ Ada toilet
+ Tidak banyak tarikan tiket (hanya ada 1 tiket masuk)
- parkiran terbatas
- akses masuk agak susah, karang google map menyarankan jalan pintas namun masuk kampung2 yang japannya sempit
- tiket parkir mahal
- tidak ada tempat buang sampah","5 tahun lalu","Positif","Bukit palalangan"
"Bagus tempatnya, akses agak susah","3 tahun lalu","Positif","Bukit palalangan"
"Keren sih.  Saran aja dikembangkan lagi perawatannya agr lbh keren 👍 …","3 tahun lalu","Positif","Bukit palalangan"
"Berbeda dengan bukit kapur lainnya yg berwarna putih, di sini bukitnya berwarna merah kecoklatan.
Lokasi agak tersembunyi, melalui jalan kecil di dekat Wisata Aermata.
Banyak pungli 😬
- Parkir Motor 3.000
- Parkir Mobil 20.000 😱
- Pungli masuk lokasi 5.000 😡","8 tahun lalu","Positif","Bukit palalangan"
"Pahatan dari para penambang batu kapur..
Sukaaaa pak banget.. Harus dan pasti foto foto..
Masih ditambang juga..  Jadi ada beberapa pekerja yang seliweran juga..
Tiket masuk 5ribu per orang tanpa tiket resmi..  Parkir mobil 20rb..","6 tahun lalu","Positif","Bukit palalangan"
"Tempat yang asyik untuk hunting foto, instagramable","3 tahun lalu","Positif","Bukit palalangan"
"Salah satu destinasi tempat wisata di Bangkalan yg bagus untuk spot foto dan kalau berkunjung kesana membantu ekonomi warga lokal","setahun lalu","Positif","Bukit palalangan"
"ya oke lah .. lebih baik dilaporkan ke pemkab Bangkalan spy bs lebih di tata lagi kondisinya","5 tahun lalu","Positif","Bukit palalangan"
"Seharusnya bisa dikelola lebih baik lagi.","4 tahun lalu","Positif","Bukit palalangan"
"Bagus buat foto2 apalagi foto prewed","7 tahun lalu","Positif","Bukit palalangan"
